NPI,Speciality,Region,Usage Time (mins),Count of Survey Attempts,Hour,Target
1000000005,Orthopedics,Midwest,116,10,2,0
1000000005,Orthopedics,Midwest,116,10,3,0
1000000005,Orthopedics,Midwest,116,10,4,0
1000000005,Orthopedics,Midwest,116,10,5,0
1000000005,Orthopedics,Midwest,116,10,6,0
1000000005,Orthopedics,Midwest,116,10,7,0
1000000005,Orthopedics,Midwest,116,10,8,0
1000000005,Orthopedics,Midwest,116,10,9,0
1000000005,Orthopedics,Midwest,116,10,10,0
1000000005,Orthopedics,Midwest,116,10,11,1
1000000005,Orthopedics,Midwest,116,10,12,1
1000000005,Orthopedics,Midwest,116,10,13,0
1000000005,Orthopedics,Midwest,116,10,14,0
1000000005,Orthopedics,Midwest,116,10,15,0
1000000005,Orthopedics,Midwest,116,10,16,0
1000000005,Orthopedics,Midwest,116,10,17,0
1000000005,Orthopedics,Midwest,116,10,18,0
1000000005,Orthopedics,Midwest,116,10,19,0
1000000005,Orthopedics,Midwest,116,10,20,0
1000000005,Orthopedics,Midwest,116,10,21,0
1000000005,Orthopedics,Midwest,116,10,22,0
1000000005,Orthopedics,Midwest,116,10,23,0
1000000006,Cardiology,Midwest,47,6,0,0
1000000006,Cardiology,Midwest,47,6,1,0
1000000006,Cardiology,Midwest,47,6,2,0
1000000006,Cardiology,Midwest,47,6,3,0
1000000006,Cardiology,Midwest,47,6,4,0
1000000006,Cardiology,Midwest,47,6,5,0
1000000006,Cardiology,Midwest,47,6,6,0
1000000006,Cardiology,Midwest,47,6,7,0
1000000006,Cardiology,Midwest,47,6,8,0
1000000006,Cardiology,Midwest,47,6,9,0
1000000006,Cardiology,Midwest,47,6,10,0
1000000006,Cardiology,Midwest,47,6,11,1
1000000006,Cardiology,Midwest,47,6,12,0
1000000006,Cardiology,Midwest,47,6,13,0
1000000006,Cardiology,Midwest,47,6,14,0
1000000006,Cardiology,Midwest,47,6,15,0
1000000006,Cardiology,Midwest,47,6,16,0
1000000006,Cardiology,Midwest,47,6,17,0
1000000006,Cardiology,Midwest,47,6,18,0
1000000006,Cardiology,Midwest,47,6,19,0
1000000006,Cardiology,Midwest,47,6,20,0
1000000006,Cardiology,Midwest,47,6,21,0
1000000006,Cardiology,Midwest,47,6,22,0
1000000006,Cardiology,Midwest,47,6,23,0
1000000007,General Practice,West,98,6,0,0
1000000007,General Practice,West,98,6,1,0
1000000007,General Practice,West,98,6,2,0
1000000007,General Practice,West,98,6,3,0
1000000007,General Practice,West,98,6,4,0
1000000007,General Practice,West,98,6,5,0
1000000007,General Practice,West,98,6,6,0
1000000007,General Practice,West,98,6,7,0
1000000007,General Practice,West,98,6,8,0
1000000007,General Practice,West,98,6,9,0
1000000007,General Practice,West,98,6,10,0
1000000007,General Practice,West,98,6,11,0
1000000007,General Practice,West,98,6,12,0
1000000007,General Practice,West,98,6,13,0
1000000007,General Practice,West,98,6,14,0
1000000007,General Practice,West,98,6,15,0
1000000007,General Practice,West,98,6,16,1
1000000007,General Practice,West,98,6,17,1
1000000007,General Practice,West,98,6,18,0
1000000007,General Practice,West,98,6,19,0
1000000007,General Practice,West,98,6,20,0
1000000007,General Practice,West,98,6,21,0
1000000007,General Practice,West,98,6,22,0
1000000007,General Practice,West,98,6,23,0
1000000008,Pediatrics,Northeast,28,8,0,0
1000000008,Pediatrics,Northeast,28,8,1,0
1000000008,Pediatrics,Northeast,28,8,2,0
1000000008,Pediatrics,Northeast,28,8,3,0
1000000008,Pediatrics,Northeast,28,8,4,0
1000000008,Pediatrics,Northeast,28,8,5,0
1000000008,Pediatrics,Northeast,28,8,6,0
1000000008,Pediatrics,Northeast,28,8,7,0
1000000008,Pediatrics,Northeast,28,8,8,0
1000000008,Pediatrics,Northeast,28,8,9,0
1000000008,Pediatrics,Northeast,28,8,10,0
1000000008,Pediatrics,Northeast,28,8,11,0
1000000008,Pediatrics,Northeast,28,8,12,0
1000000008,Pediatrics,Northeast,28,8,13,0
1000000008,Pediatrics,Northeast,28,8,14,0
1000000008,Pediatrics,Northeast,28,8,15,0
1000000008,Pediatrics,Northeast,28,8,16,0
1000000008,Pediatrics,Northeast,28,8,17,0
1000000008,Pediatrics,Northeast,28,8,18,1
1000000008,Pediatrics,Northeast,28,8,19,0
1000000008,Pediatrics,Northeast,28,8,20,0
1000000008,Pediatrics,Northeast,28,8,21,0
1000000008,Pediatrics,Northeast,28,8,22,0
1000000008,Pediatrics,Northeast,28,8,23,0
1000000009,Neurology,West,19,10,0,0
1000000009,Neurology,West,19,10,1,0
1000000009,Neurology,West,19,10,2,0
1000000009,Neurology,West,19,10,3,0
1000000009,Neurology,West,19,10,4,0
1000000009,Neurology,West,19,10,5,0
1000000009,Neurology,West,19,10,6,0
1000000009,Neurology,West,19,10,7,0
1000000009,Neurology,West,19,10,8,0
1000000009,Neurology,West,19,10,9,0
1000000009,Neurology,West,19,10,10,0
1000000009,Neurology,West,19,10,11,0
1000000009,Neurology,West,19,10,12,0
1000000009,Neurology,West,19,10,13,1
1000000009,Neurology,West,19,10,14,0
1000000009,Neurology,West,19,10,15,0
1000000009,Neurology,West,19,10,16,0
1000000009,Neurology,West,19,10,17,0
1000000009,Neurology,West,19,10,18,0
1000000009,Neurology,West,19,10,19,0
1000000009,Neurology,West,19,10,20,0
1000000009,Neurology,West,19,10,21,0
1000000009,Neurology,West,19,10,22,0
1000000009,Neurology,West,19,10,23,0
1000000010,Orthopedics,South,16,1,0,0
1000000010,Orthopedics,South,16,1,1,0
1000000010,Orthopedics,South,16,1,2,0
1000000010,Orthopedics,South,16,1,3,0
1000000010,Orthopedics,South,16,1,4,0
1000000010,Orthopedics,South,16,1,5,0
1000000010,Orthopedics,South,16,1,6,0
1000000010,Orthopedics,South,16,1,7,0
1000000010,Orthopedics,South,16,1,8,0
1000000010,Orthopedics,South,16,1,9,0
1000000010,Orthopedics,South,16,1,10,0
1000000010,Orthopedics,South,16,1,11,0
1000000010,Orthopedics,South,16,1,12,0
1000000010,Orthopedics,South,16,1,13,0
1000000010,Orthopedics,South,16,1,14,0
1000000010,Orthopedics,South,16,1,15,1
1000000010,Orthopedics,South,16,1,16,0
1000000010,Orthopedics,South,16,1,17,0
1000000010,Orthopedics,South,16,1,18,0
1000000010,Orthopedics,South,16,1,19,0
1000000010,Orthopedics,South,16,1,20,0
1000000010,Orthopedics,South,16,1,21,0
1000000010,Orthopedics,South,16,1,22,0
1000000010,Orthopedics,South,16,1,23,0
1000000011,General Practice,Midwest,96,10,0,0
1000000011,General Practice,Midwest,96,10,1,0
1000000011,General Practice,Midwest,96,10,2,0
1000000011,General Practice,Midwest,96,10,3,0
1000000011,General Practice,Midwest,96,10,4,0
1000000011,General Practice,Midwest,96,10,5,0
1000000011,General Practice,Midwest,96,10,6,0
1000000011,General Practice,Midwest,96,10,7,0
1000000011,General Practice,Midwest,96,10,8,0
1000000011,General Practice,Midwest,96,10,9,0
1000000011,General Practice,Midwest,96,10,10,0
1000000011,General Practice,Midwest,96,10,11,0
1000000011,General Practice,Midwest,96,10,12,1
1000000011,General Practice,Midwest,96,10,13,1
1000000011,General Practice,Midwest,96,10,14,0
1000000011,General Practice,Midwest,96,10,15,0
1000000011,General Practice,Midwest,96,10,16,0
1000000011,General Practice,Midwest,96,10,17,0
1000000011,General Practice,Midwest,96,10,18,0
1000000011,General Practice,Midwest,96,10,19,0
1000000011,General Practice,Midwest,96,10,20,0
1000000011,General Practice,Midwest,96,10,21,0
1000000011,General Practice,Midwest,96,10,22,0
1000000011,General Practice,Midwest,96,10,23,0
1000000012,Orthopedics,Midwest,75,5,0,0
1000000012,Orthopedics,Midwest,75,5,1,0
1000000012,Orthopedics,Midwest,75,5,2,0
1000000012,Orthopedics,Midwest,75,5,3,0
1000000012,Orthopedics,Midwest,75,5,4,0
1000000012,Orthopedics,Midwest,75,5,5,0
1000000012,Orthopedics,Midwest,75,5,6,0
1000000012,Orthopedics,Midwest,75,5,7,0
1000000012,Orthopedics,Midwest,75,5,8,0
1000000012,Orthopedics,Midwest,75,5,9,0
1000000012,Orthopedics,Midwest,75,5,10,0
1000000012,Orthopedics,Midwest,75,5,11,0
1000000012,Orthopedics,Midwest,75,5,12,0
1000000012,Orthopedics,Midwest,75,5,13,0
1000000012,Orthopedics,Midwest,75,5,14,1
1000000012,Orthopedics,Midwest,75,5,15,1
1000000012,Orthopedics,Midwest,75,5,16,0
1000000012,Orthopedics,Midwest,75,5,17,0
1000000012,Orthopedics,Midwest,75,5,18,0
1000000012,Orthopedics,Midwest,75,5,19,0
1000000012,Orthopedics,Midwest,75,5,20,0
1000000012,Orthopedics,Midwest,75,5,21,0
1000000012,Orthopedics,Midwest,75,5,22,0
1000000012,Orthopedics,Midwest,75,5,23,0
1000000013,Oncology,West,45,10,0,0
1000000013,Oncology,West,45,10,1,0
1000000013,Oncology,West,45,10,2,0
1000000013,Oncology,West,45,10,3,0
1000000013,Oncology,West,45,10,4,0
1000000013,Oncology,West,45,10,5,0
1000000013,Oncology,West,45,10,6,0
1000000013,Oncology,West,45,10,7,0
1000000013,Oncology,West,45,10,8,0
1000000013,Oncology,West,45,10,9,0
1000000013,Oncology,West,45,10,10,0
1000000013,Oncology,West,45,10,11,0
1000000013,Oncology,West,45,10,12,1
1000000013,Oncology,West,45,10,13,0
1000000013,Oncology,West,45,10,14,0
1000000013,Oncology,West,45,10,15,0
1000000013,Oncology,West,45,10,16,0
1000000013,Oncology,West,45,10,17,0
1000000013,Oncology,West,45,10,18,0
1000000013,Oncology,West,45,10,19,0
1000000013,Oncology,West,45,10,20,0
1000000013,Oncology,West,45,10,21,0
1000000013,Oncology,West,45,10,22,0
1000000013,Oncology,West,45,10,23,0
1000000014,Radiology,South,20,2,0,0
1000000014,Radiology,South,20,2,1,0
1000000014,Radiology,South,20,2,2,0
1000000014,Radiology,South,20,2,3,0
1000000014,Radiology,South,20,2,4,0
1000000014,Radiology,South,20,2,5,0
1000000014,Radiology,South,20,2,6,0
1000000014,Radiology,South,20,2,7,0
1000000014,Radiology,South,20,2,8,0
1000000014,Radiology,South,20,2,9,0
1000000014,Radiology,South,20,2,10,0
1000000014,Radiology,South,20,2,11,0
1000000014,Radiology,South,20,2,12,0
1000000014,Radiology,South,20,2,13,1
1000000014,Radiology,South,20,2,14,0
1000000014,Radiology,South,20,2,15,0
1000000014,Radiology,South,20,2,16,0
1000000014,Radiology,South,20,2,17,0
1000000014,Radiology,South,20,2,18,0
1000000014,Radiology,South,20,2,19,0
1000000014,Radiology,South,20,2,20,0
1000000014,Radiology,South,20,2,21,0
1000000014,Radiology,South,20,2,22,0
1000000014,Radiology,South,20,2,23,0
1000000015,General Practice,West,111,2,0,0
1000000015,General Practice,West,111,2,1,0
1000000015,General Practice,West,111,2,2,0
1000000015,General Practice,West,111,2,3,0
1000000015,General Practice,West,111,2,4,0
1000000015,General Practice,West,111,2,5,0
1000000015,General Practice,West,111,2,6,0
1000000015,General Practice,West,111,2,7,0
1000000015,General Practice,West,111,2,8,0
1000000015,General Practice,West,111,2,9,0
1000000015,General Practice,West,111,2,10,0
1000000015,General Practice,West,111,2,11,1
1000000015,General Practice,West,111,2,12,1
1000000015,General Practice,West,111,2,13,0
1000000015,General Practice,West,111,2,14,0
1000000015,General Practice,West,111,2,15,0
1000000015,General Practice,West,111,2,16,0
1000000015,General Practice,West,111,2,17,0
1000000015,General Practice,West,111,2,18,0
1000000015,General Practice,West,111,2,19,0
1000000015,General Practice,West,111,2,20,0
1000000015,General Practice,West,111,2,21,0
1000000015,General Practice,West,111,2,22,0
1000000015,General Practice,West,111,2,23,0
1000000016,Cardiology,Midwest,93,9,0,0
1000000016,Cardiology,Midwest,93,9,1,0
1000000016,Cardiology,Midwest,93,9,2,0
1000000016,Cardiology,Midwest,93,9,3,0
1000000016,Cardiology,Midwest,93,9,4,0
1000000016,Cardiology,Midwest,93,9,5,0
1000000016,Cardiology,Midwest,93,9,6,0
1000000016,Cardiology,Midwest,93,9,7,0
1000000016,Cardiology,Midwest,93,9,8,0
1000000016,Cardiology,Midwest,93,9,9,0
1000000016,Cardiology,Midwest,93,9,10,0
1000000016,Cardiology,Midwest,93,9,11,1
1000000016,Cardiology,Midwest,93,9,12,1
1000000016,Cardiology,Midwest,93,9,13,0
1000000016,Cardiology,Midwest,93,9,14,0
1000000016,Cardiology,Midwest,93,9,15,0
1000000016,Cardiology,Midwest,93,9,16,0
1000000016,Cardiology,Midwest,93,9,17,0
1000000016,Cardiology,Midwest,93,9,18,0
1000000016,Cardiology,Midwest,93,9,19,0
1000000016,Cardiology,Midwest,93,9,20,0
1000000016,Cardiology,Midwest,93,9,21,0
1000000016,Cardiology,Midwest,93,9,22,0
1000000016,Cardiology,Midwest,93,9,23,0
1000000017,Radiology,Northeast,81,8,0,0
1000000017,Radiology,Northeast,81,8,1,0
1000000017,Radiology,Northeast,81,8,2,0
1000000017,Radiology,Northeast,81,8,3,0
1000000017,Radiology,Northeast,81,8,4,0
1000000017,Radiology,Northeast,81,8,5,0
1000000017,Radiology,Northeast,81,8,6,0
1000000017,Radiology,Northeast,81,8,7,0
1000000017,Radiology,Northeast,81,8,8,0
1000000017,Radiology,Northeast,81,8,9,0
1000000017,Radiology,Northeast,81,8,10,0
1000000017,Radiology,Northeast,81,8,11,0
1000000017,Radiology,Northeast,81,8,12,0
1000000017,Radiology,Northeast,81,8,13,0
1000000017,Radiology,Northeast,81,8,14,0
1000000017,Radiology,Northeast,81,8,15,0
1000000017,Radiology,Northeast,81,8,16,0
1000000017,Radiology,Northeast,81,8,17,0
1000000017,Radiology,Northeast,81,8,18,0
1000000017,Radiology,Northeast,81,8,19,0
1000000017,Radiology,Northeast,81,8,20,1
1000000017,Radiology,Northeast,81,8,21,1
1000000017,Radiology,Northeast,81,8,22,0
1000000017,Radiology,Northeast,81,8,23,0
1000000018,General Practice,Midwest,6,5,0,0
1000000018,General Practice,Midwest,6,5,1,0
1000000018,General Practice,Midwest,6,5,2,0
1000000018,General Practice,Midwest,6,5,3,0
1000000018,General Practice,Midwest,6,5,4,0
1000000018,General Practice,Midwest,6,5,5,0
1000000018,General Practice,Midwest,6,5,6,0
1000000018,General Practice,Midwest,6,5,7,0
1000000018,General Practice,Midwest,6,5,8,0
1000000018,General Practice,Midwest,6,5,9,0
1000000018,General Practice,Midwest,6,5,10,0
1000000018,General Practice,Midwest,6,5,11,0
1000000018,General Practice,Midwest,6,5,12,1
1000000018,General Practice,Midwest,6,5,13,0
1000000018,General Practice,Midwest,6,5,14,0
1000000018,General Practice,Midwest,6,5,15,0
1000000018,General Practice,Midwest,6,5,16,0
1000000018,General Practice,Midwest,6,5,17,0
1000000018,General Practice,Midwest,6,5,18,0
1000000018,General Practice,Midwest,6,5,19,0
1000000018,General Practice,Midwest,6,5,20,0
1000000018,General Practice,Midwest,6,5,21,0
1000000018,General Practice,Midwest,6,5,22,0
1000000018,General Practice,Midwest,6,5,23,0
1000000019,Orthopedics,West,55,0,0,0
1000000019,Orthopedics,West,55,0,1,0
1000000019,Orthopedics,West,55,0,2,0
1000000019,Orthopedics,West,55,0,3,0
1000000019,Orthopedics,West,55,0,4,0
1000000019,Orthopedics,West,55,0,5,0
1000000019,Orthopedics,West,55,0,6,0
1000000019,Orthopedics,West,55,0,7,0
1000000019,Orthopedics,West,55,0,8,0
1000000019,Orthopedics,West,55,0,9,0
1000000019,Orthopedics,West,55,0,10,0
1000000019,Orthopedics,West,55,0,11,0
1000000019,Orthopedics,West,55,0,12,1
1000000019,Orthopedics,West,55,0,13,0
1000000019,Orthopedics,West,55,0,14,0
1000000019,Orthopedics,West,55,0,15,0
1000000019,Orthopedics,West,55,0,16,0
1000000019,Orthopedics,West,55,0,17,0
1000000019,Orthopedics,West,55,0,18,0
1000000019,Orthopedics,West,55,0,19,0
1000000019,Orthopedics,West,55,0,20,0
1000000019,Orthopedics,West,55,0,21,0
1000000019,Orthopedics,West,55,0,22,0
1000000019,Orthopedics,West,55,0,23,0
1000000020,Cardiology,South,12,4,0,0
1000000020,Cardiology,South,12,4,1,0
1000000020,Cardiology,South,12,4,2,0
1000000020,Cardiology,South,12,4,3,0
1000000020,Cardiology,South,12,4,4,0
1000000020,Cardiology,South,12,4,5,0
1000000020,Cardiology,South,12,4,6,0
1000000020,Cardiology,South,12,4,7,0
1000000020,Cardiology,South,12,4,8,0
1000000020,Cardiology,South,12,4,9,0
1000000020,Cardiology,South,12,4,10,0
1000000020,Cardiology,South,12,4,11,0
1000000020,Cardiology,South,12,4,12,0
1000000020,Cardiology,South,12,4,13,0
1000000020,Cardiology,South,12,4,14,1
1000000020,Cardiology,South,12,4,15,0
1000000020,Cardiology,South,12,4,16,0
1000000020,Cardiology,South,12,4,17,0
1000000020,Cardiology,South,12,4,18,0
1000000020,Cardiology,South,12,4,19,0
1000000020,Cardiology,South,12,4,20,0
1000000020,Cardiology,South,12,4,21,0
1000000020,Cardiology,South,12,4,22,0
1000000020,Cardiology,South,12,4,23,0
1000000021,Neurology,West,11,0,0,0
1000000021,Neurology,West,11,0,1,0
1000000021,Neurology,West,11,0,2,0
1000000021,Neurology,West,11,0,3,0
1000000021,Neurology,West,11,0,4,0
1000000021,Neurology,West,11,0,5,0
1000000021,Neurology,West,11,0,6,0
1000000021,Neurology,West,11,0,7,0
1000000021,Neurology,West,11,0,8,0
1000000021,Neurology,West,11,0,9,0
1000000021,Neurology,West,11,0,10,0
1000000021,Neurology,West,11,0,11,0
1000000021,Neurology,West,11,0,12,0
1000000021,Neurology,West,11,0,13,0
1000000021,Neurology,West,11,0,14,0
1000000021,Neurology,West,11,0,15,0
1000000021,Neurology,West,11,0,16,0
1000000021,Neurology,West,11,0,17,0
1000000021,Neurology,West,11,0,18,0
1000000021,Neurology,West,11,0,19,1
1000000021,Neurology,West,11,0,20,0
1000000021,Neurology,West,11,0,21,0
1000000021,Neurology,West,11,0,22,0
1000000021,Neurology,West,11,0,23,0
1000000022,Oncology,Northeast,108,7,0,0
1000000022,Oncology,Northeast,108,7,1,0
1000000022,Oncology,Northeast,108,7,2,0
1000000022,Oncology,Northeast,108,7,3,0
1000000022,Oncology,Northeast,108,7,4,0
1000000022,Oncology,Northeast,108,7,5,0
1000000022,Oncology,Northeast,108,7,6,0
1000000022,Oncology,Northeast,108,7,7,0
1000000022,Oncology,Northeast,108,7,8,0
1000000022,Oncology,Northeast,108,7,9,0
1000000022,Oncology,Northeast,108,7,10,0
1000000022,Oncology,Northeast,108,7,11,0
1000000022,Oncology,Northeast,108,7,12,0
1000000022,Oncology,Northeast,108,7,13,1
1000000022,Oncology,Northeast,108,7,14,1
1000000022,Oncology,Northeast,108,7,15,0
1000000022,Oncology,Northeast,108,7,16,0
1000000022,Oncology,Northeast,108,7,17,0
1000000022,Oncology,Northeast,108,7,18,0
1000000022,Oncology,Northeast,108,7,19,0
1000000022,Oncology,Northeast,108,7,20,0
1000000022,Oncology,Northeast,108,7,21,0
1000000022,Oncology,Northeast,108,7,22,0
1000000022,Oncology,Northeast,108,7,23,0
1000000023,Oncology,Midwest,118,4,0,0
1000000023,Oncology,Midwest,118,4,1,0
1000000023,Oncology,Midwest,118,4,2,0
1000000023,Oncology,Midwest,118,4,3,0
1000000023,Oncology,Midwest,118,4,4,0
1000000023,Oncology,Midwest,118,4,5,0
1000000023,Oncology,Midwest,118,4,6,1
1000000023,Oncology,Midwest,118,4,7,1
1000000023,Oncology,Midwest,118,4,8,0
1000000023,Oncology,Midwest,118,4,9,0
1000000023,Oncology,Midwest,118,4,10,0
1000000023,Oncology,Midwest,118,4,11,0
1000000023,Oncology,Midwest,118,4,12,0
1000000023,Oncology,Midwest,118,4,13,0
1000000023,Oncology,Midwest,118,4,14,0
1000000023,Oncology,Midwest,118,4,15,0
1000000023,Oncology,Midwest,118,4,16,0
1000000023,Oncology,Midwest,118,4,17,0
1000000023,Oncology,Midwest,118,4,18,0
1000000023,Oncology,Midwest,118,4,19,0
1000000023,Oncology,Midwest,118,4,20,0
1000000023,Oncology,Midwest,118,4,21,0
1000000023,Oncology,Midwest,118,4,22,0
1000000023,Oncology,Midwest,118,4,23,0
1000000024,Radiology,West,76,7,0,0
1000000024,Radiology,West,76,7,1,0
1000000024,Radiology,West,76,7,2,0
1000000024,Radiology,West,76,7,3,0
1000000024,Radiology,West,76,7,4,0
1000000024,Radiology,West,76,7,5,0
1000000024,Radiology,West,76,7,6,0
1000000024,Radiology,West,76,7,7,0
1000000024,Radiology,West,76,7,8,0
1000000024,Radiology,West,76,7,9,0
1000000024,Radiology,West,76,7,10,0
1000000024,Radiology,West,76,7,11,0
1000000024,Radiology,West,76,7,12,0
1000000024,Radiology,West,76,7,13,0
1000000024,Radiology,West,76,7,14,0
1000000024,Radiology,West,76,7,15,0
1000000024,Radiology,West,76,7,16,0
1000000024,Radiology,West,76,7,17,0
1000000024,Radiology,West,76,7,18,0
1000000024,Radiology,West,76,7,19,1
1000000024,Radiology,West,76,7,20,1
1000000024,Radiology,West,76,7,21,0
1000000024,Radiology,West,76,7,22,0
1000000024,Radiology,West,76,7,23,0
1000000025,Neurology,Northeast,36,1,0,0
1000000025,Neurology,Northeast,36,1,1,0
1000000025,Neurology,Northeast,36,1,2,0
1000000025,Neurology,Northeast,36,1,3,0
1000000025,Neurology,Northeast,36,1,4,0
1000000025,Neurology,Northeast,36,1,5,0
1000000025,Neurology,Northeast,36,1,6,0
1000000025,Neurology,Northeast,36,1,7,0
1000000025,Neurology,Northeast,36,1,8,0
1000000025,Neurology,Northeast,36,1,9,0
1000000025,Neurology,Northeast,36,1,10,0
1000000025,Neurology,Northeast,36,1,11,1
1000000025,Neurology,Northeast,36,1,12,0
1000000025,Neurology,Northeast,36,1,13,0
1000000025,Neurology,Northeast,36,1,14,0
1000000025,Neurology,Northeast,36,1,15,0
1000000025,Neurology,Northeast,36,1,16,0
1000000025,Neurology,Northeast,36,1,17,0
1000000025,Neurology,Northeast,36,1,18,0
1000000025,Neurology,Northeast,36,1,19,0
1000000025,Neurology,Northeast,36,1,20,0
1000000025,Neurology,Northeast,36,1,21,0
1000000025,Neurology,Northeast,36,1,22,0
1000000025,Neurology,Northeast,36,1,23,0
1000000026,General Practice,West,17,7,0,0
1000000026,General Practice,West,17,7,1,0
